user_id,age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score
11868,,Female,Researcher,7.97,84.0,5.16,4.7,8.32,,96.0,141.0,7.38
11869,57.0,Female,Student,,40.0,6.26,9.51,1.41,4.0,99.0,126.0,2.21
11870,56.0,Male,Researcher,9.66,79.0,6.63,4.49,10.0,3.0,94.0,260.0,
11871,23.0,Female,Doctor,1.73,97.0,4.14,8.77,1.38,,60.0,56.0,
11872,19.0,Female,Manager,7.48,90.0,5.5,4.48,10.0,4.0,79.0,100.0,10.0
11873,30.0,Male,,4.24,42.0,7.99,7.34,6.73,,111.0,140.0,6.64
11874,26.0,Female,Doctor,7.62,61.0,,6.5,7.96,4.0,93.0,270.0,7.78
11875,51.0,,Freelancer,5.67,2.0,,,6.32,0.0,15.0,58.0,
11876,34.0,Male,Designer,6.67,8.0,6.21,6.93,8.65,1.0,10.0,275.0,8.85
11877,44.0,Female,Designer,1.68,43.0,8.16,7.7,2.63,0.0,118.0,54.0,3.0
11878,46.0,Female,Freelancer,9.7,33.0,5.0,5.23,10.0,0.0,56.0,47.0,
11879,54.0,Female,Teacher,1.03,18.0,7.65,9.09,2.21,0.0,35.0,293.0,2.98
11880,39.0,Male,Student,9.47,101.0,6.04,3.76,10.0,2.0,116.0,57.0,
11881,41.0,Female,Student,6.11,89.0,8.94,6.81,7.37,0.0,110.0,262.0,6.66
11882,24.0,Male,Researcher,3.32,86.0,7.01,6.74,5.7,4.0,36.0,199.0,6.09
11883,51.0,Female,,6.74,17.0,4.74,6.63,8.54,0.0,89.0,107.0,8.01
11884,,,Doctor,7.06,108.0,4.86,5.69,6.31,2.0,36.0,96.0,7.59
11885,40.0,Female,Designer,7.57,45.0,4.14,5.14,10.0,1.0,11.0,160.0,10.0
11886,32.0,Male,Doctor,,103.0,,7.4,,3.0,45.0,70.0,4.08
11887,50.0,Female,Software Engineer,9.85,40.0,6.22,3.03,10.0,1.0,43.0,,10.0
11888,30.0,Female,Software Engineer,6.56,108.0,4.05,4.74,9.77,1.0,67.0,179.0,10.0
11889,40.0,Male,Researcher,4.4,48.0,4.51,8.14,,1.0,86.0,70.0,2.98
11890,55.0,Male,Teacher,6.14,101.0,5.45,4.66,,0.0,96.0,229.0,9.51
11891,49.0,Female,Software Engineer,,51.0,6.12,7.53,3.92,3.0,115.0,29.0,3.17
11892,52.0,Female,Student,3.23,73.0,8.69,6.53,4.08,4.0,36.0,150.0,1.87
11893,18.0,Male,Teacher,1.77,42.0,6.71,7.04,3.78,1.0,22.0,176.0,2.8
11894,22.0,Male,Designer,8.91,9.0,8.47,4.87,10.0,0.0,95.0,162.0,9.39
11895,30.0,,Manager,3.26,84.0,5.25,6.69,3.43,2.0,106.0,284.0,3.91
11896,22.0,Male,Designer,7.66,37.0,5.66,7.39,6.18,1.0,18.0,115.0,6.5
11897,49.0,Female,Researcher,3.47,,8.4,7.49,4.41,,,150.0,4.03
11898,38.0,Male,Freelancer,2.31,46.0,6.46,8.51,1.86,0.0,83.0,131.0,2.56
11899,41.0,Female,Software Engineer,,6.0,6.95,9.04,3.83,2.0,6.0,98.0,3.73
11900,35.0,Female,Freelancer,8.74,11.0,6.87,6.21,,1.0,110.0,32.0,8.61
11901,38.0,Female,Researcher,2.08,51.0,7.23,6.55,4.28,1.0,113.0,27.0,4.06
11902,27.0,Female,Software Engineer,1.78,104.0,,7.61,2.12,2.0,31.0,118.0,
11903,41.0,Male,Designer,1.08,32.0,7.47,8.79,1.0,,70.0,,
11904,57.0,Male,Freelancer,4.3,88.0,4.74,6.73,6.81,1.0,39.0,187.0,7.11
11905,38.0,Male,Software Engineer,9.48,91.0,,4.44,10.0,3.0,5.0,215.0,10.0
11906,42.0,Male,Software Engineer,9.18,23.0,4.75,5.1,8.67,3.0,31.0,266.0,8.31
11907,40.0,Other,Doctor,2.04,47.0,5.7,7.74,4.1,1.0,8.0,83.0,4.53
11908,39.0,Female,Manager,,30.0,8.16,9.78,1.82,3.0,43.0,45.0,1.46
11909,21.0,Male,Manager,7.76,81.0,7.04,5.37,7.28,2.0,48.0,115.0,7.51
11910,,Male,Researcher,3.76,22.0,8.84,8.76,2.89,0.0,25.0,,3.08
11911,23.0,Male,Designer,,70.0,5.26,4.57,10.0,4.0,90.0,162.0,8.6
11912,45.0,Male,,2.94,113.0,8.6,6.12,5.98,1.0,81.0,286.0,5.97
11913,48.0,Female,Software Engineer,5.43,71.0,7.21,7.93,5.77,1.0,51.0,119.0,5.15
11914,52.0,Male,Student,1.3,117.0,5.85,,5.6,1.0,87.0,129.0,5.95
11915,56.0,Male,Doctor,9.05,14.0,7.93,6.3,10.0,3.0,34.0,40.0,10.0
11916,59.0,Male,Student,2.6,37.0,8.77,9.13,3.62,1.0,87.0,,5.08
11917,40.0,Female,Software Engineer,3.65,27.0,7.9,8.38,3.72,2.0,19.0,40.0,6.02
11918,23.0,Female,Researcher,5.32,90.0,4.03,5.78,9.04,0.0,42.0,144.0,8.46
11919,33.0,Female,Designer,3.44,20.0,4.05,8.15,4.51,4.0,52.0,122.0,5.26
11920,19.0,Male,Freelancer,1.36,107.0,4.63,6.95,3.95,3.0,114.0,165.0,5.8
11921,41.0,Female,Freelancer,1.26,26.0,8.25,7.43,3.7,0.0,107.0,83.0,5.05
11922,34.0,Female,Researcher,9.6,46.0,7.75,4.09,10.0,1.0,,189.0,9.39
11923,18.0,Male,Student,3.93,55.0,7.2,7.0,5.64,1.0,79.0,57.0,5.64
11924,23.0,Male,Manager,4.01,110.0,7.47,5.05,5.7,1.0,18.0,139.0,5.69
11925,22.0,Male,,9.31,,7.1,2.58,10.0,1.0,72.0,140.0,10.0
11926,46.0,Male,Student,8.53,104.0,5.74,,10.0,4.0,117.0,186.0,10.0
11927,,Male,Designer,7.18,,7.6,6.26,8.68,0.0,80.0,259.0,9.73
11928,,Female,Manager,6.93,20.0,8.68,6.95,6.87,3.0,,83.0,
11929,20.0,Male,Software Engineer,8.21,13.0,7.75,5.78,9.56,4.0,66.0,23.0,10.0
11930,18.0,Female,Student,2.52,112.0,8.34,9.06,2.73,3.0,47.0,,3.32
11931,44.0,Male,Software Engineer,6.98,106.0,5.19,4.52,10.0,0.0,103.0,200.0,10.0
11932,41.0,,Doctor,1.89,69.0,5.75,7.92,3.91,1.0,81.0,88.0,4.53
11933,36.0,Female,Teacher,2.14,75.0,6.54,9.0,1.99,0.0,10.0,91.0,1.64
11934,25.0,,Freelancer,3.18,27.0,6.36,7.58,3.87,1.0,119.0,97.0,
11935,19.0,Male,Designer,7.39,112.0,6.33,4.25,10.0,2.0,,203.0,10.0
11936,47.0,Male,Designer,9.03,92.0,7.2,3.86,10.0,,117.0,149.0,9.71
11937,47.0,Female,Software Engineer,7.22,36.0,8.28,6.63,8.8,4.0,26.0,170.0,7.8
11938,56.0,Male,,4.75,101.0,8.44,6.17,6.97,2.0,67.0,137.0,6.93
11939,49.0,Female,Manager,5.62,66.0,4.75,5.98,7.68,2.0,44.0,133.0,8.46
11940,18.0,Other,Designer,7.41,32.0,4.45,6.19,8.4,3.0,113.0,165.0,7.72
11941,55.0,Female,Student,6.52,113.0,5.56,4.07,10.0,3.0,60.0,66.0,10.0
11942,30.0,Male,Designer,5.77,109.0,7.69,5.95,9.12,3.0,34.0,253.0,8.78
11943,28.0,Female,Student,3.13,11.0,7.97,9.45,2.74,3.0,1.0,,1.0
11944,27.0,Other,Designer,6.55,11.0,5.92,7.75,5.54,,9.0,91.0,5.04
11945,43.0,Female,Student,,74.0,5.55,7.75,4.26,0.0,108.0,241.0,4.21
11946,37.0,Male,Doctor,6.04,91.0,,3.73,10.0,4.0,19.0,116.0,10.0
11947,34.0,Female,Researcher,8.39,50.0,5.19,6.76,9.75,1.0,116.0,160.0,8.86
11948,34.0,Other,Software Engineer,2.62,34.0,4.5,7.14,5.06,3.0,94.0,83.0,4.6
11949,21.0,,Researcher,2.03,97.0,5.52,,2.88,0.0,58.0,122.0,2.84
11950,22.0,Male,Manager,9.73,85.0,7.38,4.09,10.0,0.0,107.0,276.0,10.0
11951,40.0,,Manager,8.59,102.0,4.64,,10.0,2.0,100.0,43.0,9.95
11952,27.0,Female,Doctor,3.72,116.0,5.61,6.76,7.04,1.0,112.0,74.0,8.18
11953,,Male,Freelancer,2.88,86.0,,8.02,4.96,1.0,80.0,292.0,3.53
11954,50.0,Female,Manager,4.01,11.0,5.64,8.27,3.9,4.0,90.0,258.0,6.37
11955,43.0,Female,Student,4.88,18.0,6.2,7.03,6.57,3.0,68.0,263.0,
11956,46.0,Female,Manager,8.39,94.0,,3.88,10.0,3.0,17.0,92.0,9.49
11957,44.0,Female,Software Engineer,3.15,58.0,7.88,6.68,3.47,3.0,83.0,228.0,2.49
11958,35.0,Male,Teacher,7.49,116.0,8.22,4.5,10.0,1.0,68.0,261.0,8.8
11959,57.0,Female,Student,,12.0,,4.83,10.0,1.0,37.0,150.0,
11960,27.0,Male,Freelancer,4.42,18.0,,,7.11,0.0,104.0,175.0,6.88
11961,59.0,Female,Freelancer,1.23,35.0,6.88,8.92,3.18,3.0,18.0,142.0,3.67
11962,22.0,Male,Freelancer,8.45,85.0,6.5,5.75,10.0,3.0,110.0,273.0,9.6
11963,27.0,Female,Manager,7.38,107.0,4.4,3.5,,2.0,8.0,211.0,9.66
11964,38.0,Female,Designer,2.34,93.0,,6.93,3.25,0.0,114.0,242.0,4.06
11965,41.0,Female,Designer,6.37,3.0,5.14,6.85,7.37,3.0,17.0,274.0,6.13
11966,55.0,Male,Teacher,,12.0,6.09,4.15,10.0,4.0,53.0,101.0,10.0
11967,20.0,Female,Doctor,2.63,83.0,5.69,6.88,5.91,3.0,36.0,236.0,7.45
11968,57.0,Other,Student,3.01,102.0,7.48,8.06,4.09,1.0,63.0,205.0,3.94
11969,48.0,Female,Designer,2.82,5.0,6.01,7.92,4.24,3.0,54.0,153.0,3.57
11970,58.0,Male,Freelancer,9.98,43.0,5.21,2.98,10.0,4.0,111.0,233.0,10.0
11971,54.0,Male,Software Engineer,3.07,75.0,7.1,7.26,5.98,2.0,66.0,255.0,5.63
11972,19.0,Female,Teacher,,79.0,7.63,6.31,5.25,1.0,91.0,242.0,4.31
11973,19.0,Male,Doctor,1.43,108.0,4.54,8.27,5.64,0.0,112.0,286.0,6.47
11974,56.0,Female,Researcher,9.85,80.0,5.26,4.75,10.0,3.0,2.0,39.0,8.25
11975,59.0,Female,Freelancer,3.22,7.0,5.04,6.78,6.52,2.0,12.0,,5.87
11976,51.0,Other,Doctor,7.53,32.0,5.01,7.68,7.86,2.0,75.0,128.0,5.81
11977,59.0,Male,Software Engineer,1.24,107.0,8.51,6.7,,4.0,109.0,164.0,1.0
11978,37.0,Female,Manager,8.05,51.0,4.63,4.5,10.0,,4.0,187.0,8.59
11979,50.0,Male,Software Engineer,7.76,102.0,8.36,4.11,10.0,,79.0,43.0,10.0
11980,21.0,Male,Researcher,1.76,116.0,5.97,8.05,3.2,3.0,106.0,282.0,3.18
11981,28.0,,Manager,2.1,75.0,7.2,9.46,2.82,1.0,50.0,124.0,4.13
11982,,Female,Teacher,3.66,89.0,6.2,6.26,3.96,1.0,18.0,62.0,4.14
11983,22.0,,Software Engineer,4.19,82.0,6.99,7.09,3.71,3.0,72.0,169.0,3.91
11984,42.0,Male,Researcher,8.05,12.0,6.76,7.03,8.45,2.0,61.0,272.0,7.09
11985,54.0,Male,Designer,1.55,119.0,6.16,6.56,4.17,2.0,26.0,37.0,3.32
11986,51.0,Female,Doctor,6.85,9.0,5.38,6.3,7.85,0.0,73.0,160.0,9.31
11987,26.0,Female,Freelancer,3.06,33.0,8.65,8.99,4.22,3.0,24.0,,4.7
11988,23.0,,Freelancer,4.44,94.0,8.58,6.56,6.05,3.0,,185.0,7.23
11989,35.0,Other,Researcher,1.02,,4.36,8.92,1.35,0.0,44.0,59.0,1.61
11990,31.0,Female,Manager,3.62,57.0,5.12,6.83,7.8,0.0,118.0,62.0,7.56
11991,36.0,Male,Software Engineer,2.54,66.0,6.87,7.89,2.42,1.0,11.0,26.0,3.31
11992,31.0,,Student,5.54,43.0,8.9,,9.06,3.0,8.0,279.0,10.0
11993,57.0,Female,Software Engineer,2.42,68.0,7.64,7.45,4.81,4.0,26.0,53.0,
11994,,Female,Freelancer,8.52,4.0,8.09,5.83,9.77,3.0,53.0,24.0,10.0
11995,52.0,Male,Manager,8.95,36.0,5.57,5.18,10.0,1.0,101.0,39.0,10.0
11996,,Female,Researcher,8.61,70.0,5.09,4.9,10.0,3.0,25.0,181.0,10.0
11997,59.0,Male,Doctor,9.84,103.0,5.13,2.92,10.0,1.0,32.0,295.0,10.0
11998,34.0,Female,Designer,9.23,55.0,6.42,4.67,10.0,3.0,27.0,89.0,10.0
11999,25.0,Female,Freelancer,3.52,50.0,8.29,6.64,4.79,1.0,16.0,76.0,
12000,18.0,Male,Researcher,3.83,55.0,5.08,7.64,5.26,0.0,109.0,78.0,5.44
12001,53.0,Male,Freelancer,5.79,111.0,6.85,4.83,7.49,1.0,18.0,289.0,
12002,24.0,,Software Engineer,4.46,41.0,8.04,8.73,2.8,2.0,88.0,259.0,2.88
12003,22.0,Female,Designer,9.73,12.0,6.5,5.14,9.42,3.0,39.0,121.0,9.65
12004,41.0,Female,Student,4.06,33.0,6.08,6.35,5.88,3.0,41.0,143.0,6.59
12005,45.0,Female,Manager,7.66,99.0,5.73,3.88,10.0,3.0,50.0,237.0,10.0
12006,34.0,Male,Doctor,6.18,33.0,,7.37,6.04,0.0,115.0,,9.44
12007,54.0,Male,Teacher,9.61,52.0,8.09,3.41,10.0,2.0,62.0,198.0,9.61
12008,37.0,Male,Freelancer,,2.0,8.98,4.11,10.0,0.0,45.0,120.0,9.59
12009,20.0,Male,Freelancer,3.73,73.0,8.35,7.58,6.8,4.0,22.0,113.0,7.85
12010,54.0,Male,Doctor,2.77,106.0,6.26,7.9,,4.0,18.0,181.0,4.5
12011,43.0,Male,Manager,8.69,98.0,4.4,1.8,10.0,1.0,56.0,101.0,
12012,32.0,Male,Teacher,9.2,36.0,4.6,,9.9,4.0,116.0,92.0,10.0
12013,25.0,Female,Researcher,,51.0,4.15,4.6,10.0,1.0,58.0,140.0,9.28
12014,30.0,Female,Teacher,7.64,5.0,5.81,4.46,10.0,0.0,79.0,166.0,10.0
12015,20.0,Male,Doctor,3.9,20.0,6.41,,7.13,0.0,24.0,153.0,7.65
12016,18.0,Female,Manager,5.55,,8.1,7.98,7.55,1.0,80.0,110.0,7.04
12017,26.0,Male,Teacher,9.24,4.0,4.43,3.22,10.0,4.0,76.0,,8.82
12018,48.0,Female,Manager,2.21,2.0,5.14,,2.2,1.0,72.0,297.0,1.0
12019,58.0,Female,Designer,5.45,19.0,6.55,8.57,3.6,,91.0,282.0,3.65
12020,43.0,Male,Researcher,4.2,93.0,8.25,6.26,6.44,2.0,30.0,24.0,7.6
12021,34.0,Male,Student,7.1,75.0,4.44,5.19,10.0,0.0,116.0,219.0,9.04
12022,51.0,Male,Software Engineer,6.71,60.0,5.22,6.47,9.23,0.0,115.0,217.0,10.0
12023,26.0,Female,Manager,6.04,34.0,6.72,6.83,7.5,1.0,70.0,132.0,8.22
12024,30.0,Female,Manager,3.52,31.0,5.62,7.19,3.59,0.0,70.0,203.0,4.46
12025,22.0,,Teacher,2.44,18.0,8.96,9.25,2.1,1.0,109.0,208.0,1.16
12026,58.0,Male,Freelancer,8.06,14.0,6.26,6.87,7.34,4.0,99.0,276.0,7.69
12027,30.0,Female,Manager,9.93,73.0,8.56,2.07,10.0,1.0,,171.0,9.26
12028,18.0,Male,Manager,2.52,56.0,8.7,8.62,2.55,0.0,18.0,299.0,3.07
12029,42.0,Male,Freelancer,1.68,25.0,5.3,7.5,4.21,1.0,75.0,193.0,4.85
12030,21.0,Female,Teacher,7.71,69.0,5.63,4.88,10.0,1.0,99.0,175.0,10.0
12031,53.0,Male,Doctor,4.09,111.0,5.62,5.37,7.84,3.0,26.0,219.0,10.0
12032,27.0,Female,Manager,2.92,110.0,6.18,5.87,6.51,4.0,33.0,32.0,6.86
12033,45.0,Other,Freelancer,5.73,89.0,4.32,6.93,8.29,3.0,89.0,111.0,9.6
12034,23.0,Male,Freelancer,7.08,1.0,8.04,7.09,7.03,2.0,37.0,47.0,6.73
12035,44.0,Female,Designer,2.93,48.0,4.65,9.03,2.03,1.0,21.0,30.0,2.1
12036,29.0,Female,Software Engineer,9.95,47.0,8.47,3.4,10.0,2.0,84.0,61.0,8.61
12037,20.0,Female,Manager,3.95,31.0,6.88,8.44,4.66,1.0,,210.0,5.61
12038,50.0,Male,,3.83,2.0,6.41,9.4,3.36,1.0,,79.0,2.96
12039,27.0,Female,Designer,4.81,82.0,7.3,6.26,5.83,,70.0,129.0,4.31
12040,48.0,Other,Researcher,7.71,99.0,8.67,3.78,10.0,0.0,30.0,,9.76
12041,32.0,Female,Software Engineer,8.86,19.0,5.48,5.09,10.0,0.0,36.0,175.0,10.0
12042,24.0,Female,Doctor,3.92,93.0,5.35,5.47,8.84,0.0,107.0,266.0,9.8
12043,53.0,Female,Manager,2.07,36.0,5.85,8.06,2.7,1.0,77.0,211.0,2.32
12044,31.0,Female,Teacher,3.31,108.0,6.43,6.25,6.79,0.0,58.0,188.0,7.88
12045,31.0,Male,Doctor,1.76,19.0,4.38,7.12,3.81,1.0,31.0,27.0,3.89
12046,20.0,Female,Manager,6.67,59.0,7.4,6.24,7.01,0.0,89.0,65.0,7.2
12047,20.0,,Doctor,7.67,97.0,6.6,3.8,10.0,3.0,71.0,197.0,8.81
12048,39.0,Male,Teacher,4.86,58.0,6.7,7.43,6.06,0.0,77.0,228.0,6.43
12049,36.0,Male,Designer,9.58,107.0,5.25,4.39,10.0,3.0,78.0,143.0,10.0
12050,52.0,Female,Designer,7.55,80.0,8.2,3.17,10.0,1.0,62.0,217.0,10.0
12051,29.0,Male,Researcher,4.42,41.0,5.99,7.78,5.92,4.0,16.0,102.0,5.74
12052,22.0,Male,Doctor,1.92,22.0,7.26,9.29,2.98,1.0,56.0,,2.42
12053,27.0,Male,Doctor,5.44,40.0,5.2,7.68,5.29,4.0,17.0,279.0,2.62
12054,58.0,Other,Manager,5.53,72.0,8.08,6.48,9.43,4.0,62.0,44.0,
12055,50.0,Male,Freelancer,5.96,26.0,5.5,4.4,10.0,3.0,47.0,183.0,9.88
12056,30.0,Female,Researcher,7.14,80.0,8.61,3.93,8.01,,89.0,147.0,7.77
12057,52.0,Male,Student,3.38,104.0,6.27,6.05,6.57,0.0,79.0,60.0,6.11
12058,49.0,Female,Software Engineer,1.02,,4.73,8.0,3.9,2.0,37.0,251.0,3.86
12059,28.0,Female,Researcher,8.32,16.0,7.06,4.7,9.99,1.0,101.0,153.0,10.0
12060,55.0,Female,Manager,8.41,112.0,6.78,,10.0,1.0,4.0,31.0,10.0
12061,41.0,Female,Doctor,9.2,1.0,6.11,5.98,10.0,3.0,56.0,150.0,9.9
12062,52.0,Female,Doctor,9.72,14.0,8.1,6.31,9.78,2.0,100.0,190.0,8.34
12063,36.0,Female,Software Engineer,2.43,74.0,6.11,8.72,3.11,4.0,81.0,171.0,1.25
12064,23.0,Male,Teacher,4.18,117.0,4.68,6.58,4.23,0.0,54.0,266.0,3.48
12065,57.0,Female,Freelancer,8.66,56.0,4.14,5.27,10.0,0.0,39.0,180.0,10.0
12066,59.0,Female,Designer,9.41,100.0,8.46,3.64,10.0,3.0,95.0,155.0,10.0
12067,52.0,Male,Teacher,1.13,,6.33,8.8,3.36,1.0,78.0,296.0,3.91
12068,21.0,Female,Freelancer,4.49,72.0,6.81,6.0,4.95,0.0,89.0,273.0,4.92
12069,50.0,Female,Software Engineer,2.02,13.0,4.57,7.43,5.25,0.0,105.0,209.0,5.8
12070,30.0,Male,Software Engineer,8.1,7.0,6.45,5.32,10.0,4.0,2.0,214.0,10.0
12071,53.0,Female,Student,,106.0,6.67,4.07,10.0,2.0,113.0,,10.0
12072,36.0,Female,Researcher,7.79,75.0,,5.68,10.0,,64.0,235.0,10.0
12073,29.0,Male,Manager,4.51,,8.77,8.71,4.34,2.0,80.0,48.0,3.3
12074,28.0,Male,Manager,4.66,66.0,6.86,5.38,7.4,2.0,73.0,276.0,7.84
12075,23.0,Other,Manager,3.36,25.0,8.87,7.77,6.34,4.0,14.0,210.0,4.88
12076,29.0,Female,Freelancer,4.25,2.0,4.77,7.23,3.92,2.0,37.0,195.0,5.6
12077,44.0,Male,Manager,9.85,45.0,8.57,4.09,10.0,0.0,108.0,197.0,9.1
12078,58.0,,Student,1.42,3.0,6.76,6.56,5.83,2.0,2.0,277.0,7.1
12079,,Female,Designer,3.92,56.0,5.48,,,0.0,57.0,191.0,8.13
12080,59.0,Female,,,95.0,7.73,4.3,9.09,4.0,107.0,221.0,8.06
12081,20.0,Female,Doctor,4.44,45.0,6.78,7.72,5.21,3.0,16.0,62.0,4.16
12082,20.0,Female,Software Engineer,9.55,13.0,6.88,5.75,10.0,,4.0,102.0,10.0
12083,37.0,Female,Student,3.99,2.0,4.86,7.17,4.31,1.0,48.0,174.0,4.52
12084,45.0,Female,Researcher,8.65,12.0,7.4,6.63,,3.0,93.0,195.0,6.97
12085,40.0,Other,Teacher,8.34,7.0,5.47,5.84,9.17,1.0,,194.0,6.84
12086,20.0,Female,Manager,1.08,55.0,5.78,9.29,1.0,0.0,47.0,,2.7
12087,59.0,Female,Student,4.63,101.0,8.53,6.41,6.32,2.0,59.0,104.0,5.75
12088,41.0,Female,Teacher,3.53,1.0,4.9,9.11,3.01,0.0,83.0,219.0,3.36
12089,57.0,Male,Student,5.32,101.0,8.43,4.94,8.98,0.0,80.0,153.0,7.54
12090,23.0,Female,Teacher,5.16,115.0,6.5,4.92,8.36,0.0,9.0,46.0,8.95
12091,37.0,Male,Student,9.15,45.0,4.89,3.65,10.0,3.0,4.0,195.0,10.0
12092,28.0,Male,Student,2.65,30.0,8.06,7.07,3.39,0.0,69.0,157.0,3.94
12093,49.0,Female,Freelancer,2.64,102.0,7.26,6.23,5.92,3.0,90.0,63.0,5.58
12094,44.0,Female,Manager,1.97,90.0,5.73,6.91,4.25,0.0,40.0,292.0,4.88
12095,38.0,Female,Designer,7.65,80.0,5.5,6.93,9.39,4.0,22.0,289.0,7.87
12096,30.0,Female,Doctor,9.26,34.0,6.1,6.44,9.41,3.0,94.0,48.0,9.49
12097,39.0,Male,Software Engineer,4.32,61.0,4.68,7.46,6.34,1.0,16.0,120.0,6.21
12098,52.0,Other,Doctor,1.56,45.0,8.05,7.92,3.29,2.0,46.0,151.0,4.8
12099,39.0,Male,Designer,2.4,23.0,5.39,8.43,2.86,2.0,5.0,97.0,2.61
12100,45.0,Female,Freelancer,1.92,64.0,8.13,9.59,1.0,1.0,101.0,202.0,1.0
12101,38.0,Male,Manager,6.33,92.0,7.66,4.99,8.22,3.0,102.0,263.0,8.07
12102,35.0,Female,Teacher,3.54,89.0,8.71,5.41,6.76,3.0,0.0,267.0,6.86
12103,48.0,Male,Freelancer,9.08,43.0,4.5,7.39,,4.0,107.0,242.0,6.8
12104,54.0,Female,Researcher,2.46,98.0,5.75,7.33,,0.0,36.0,80.0,4.67
12105,38.0,Male,,9.37,50.0,7.12,6.73,10.0,4.0,11.0,,9.82
12106,31.0,Male,Software Engineer,3.99,107.0,8.29,6.36,7.95,2.0,4.0,123.0,6.7
12107,42.0,Male,Manager,8.81,87.0,4.78,4.36,10.0,,66.0,196.0,10.0
12108,44.0,Female,Software Engineer,9.54,45.0,8.31,5.63,9.23,4.0,102.0,158.0,10.0
12109,57.0,Other,Researcher,9.88,32.0,4.33,4.68,10.0,2.0,2.0,263.0,8.64
12110,40.0,Male,Researcher,8.23,,6.37,5.04,9.46,1.0,3.0,92.0,10.0
12111,48.0,Female,Teacher,1.92,25.0,4.42,9.78,1.0,4.0,4.0,219.0,1.02
12112,46.0,Female,Freelancer,1.5,100.0,4.75,9.43,3.73,0.0,,230.0,3.67
12113,47.0,Male,Freelancer,7.66,38.0,7.87,6.54,,3.0,22.0,290.0,6.39
12114,43.0,Male,Software Engineer,9.07,115.0,4.09,3.37,10.0,3.0,35.0,73.0,10.0
12115,37.0,Male,Designer,2.49,57.0,6.78,7.49,3.35,0.0,103.0,262.0,2.88
12116,55.0,Male,Doctor,9.47,114.0,4.49,3.31,10.0,1.0,8.0,20.0,9.18
12117,36.0,Male,Software Engineer,6.49,25.0,8.06,6.6,8.47,2.0,107.0,86.0,9.99
12118,44.0,Male,Doctor,2.12,101.0,8.04,6.91,2.76,2.0,79.0,,3.07
12119,42.0,Male,Student,2.5,116.0,7.51,6.99,3.66,4.0,94.0,,4.32
12120,57.0,Female,Researcher,1.59,113.0,7.78,8.49,2.34,4.0,19.0,63.0,4.18
12121,55.0,Female,Researcher,2.29,101.0,6.95,6.72,3.51,1.0,31.0,87.0,3.83
12122,40.0,Female,Doctor,7.59,74.0,6.43,5.68,10.0,2.0,28.0,289.0,10.0
12123,46.0,Female,Teacher,2.97,92.0,6.05,6.13,3.31,3.0,105.0,158.0,3.95
12124,32.0,Male,,6.05,92.0,7.31,4.98,9.88,0.0,113.0,,9.06
12125,20.0,Male,Manager,7.49,66.0,5.91,6.22,9.36,0.0,47.0,242.0,9.02
12126,27.0,Male,Software Engineer,9.06,72.0,4.01,5.58,10.0,,73.0,134.0,9.83
12127,32.0,Female,,6.31,98.0,4.5,3.93,9.93,2.0,112.0,191.0,10.0
12128,33.0,Female,Designer,6.13,56.0,7.26,7.78,7.97,0.0,36.0,118.0,9.43
12129,34.0,Male,Doctor,9.22,69.0,5.82,4.69,9.75,4.0,89.0,21.0,10.0
12130,36.0,Male,Software Engineer,3.65,119.0,8.95,3.94,6.84,4.0,69.0,292.0,7.44
12131,28.0,Female,Designer,2.83,72.0,5.77,6.3,,3.0,73.0,59.0,7.22
12132,22.0,Female,Teacher,8.86,7.0,,6.36,9.58,2.0,17.0,274.0,8.99
12133,22.0,Male,Student,1.67,90.0,5.64,,3.86,3.0,63.0,119.0,1.77
12134,31.0,Male,Freelancer,2.71,33.0,7.43,8.84,2.08,3.0,60.0,201.0,2.83
12135,43.0,Female,Student,4.7,114.0,6.64,3.08,9.45,4.0,112.0,42.0,9.18
12136,25.0,Male,Teacher,4.25,87.0,7.05,6.45,8.48,1.0,14.0,71.0,6.98
12137,22.0,Female,Manager,7.35,111.0,4.56,4.11,10.0,2.0,20.0,24.0,10.0
12138,24.0,Female,Student,1.83,68.0,8.13,7.96,3.96,2.0,47.0,146.0,5.4
12139,33.0,Female,Teacher,5.29,9.0,8.51,6.45,,2.0,11.0,291.0,7.36
12140,31.0,Male,Doctor,8.28,83.0,4.73,2.32,10.0,3.0,13.0,262.0,10.0
12141,54.0,Male,Manager,7.15,21.0,7.13,2.97,10.0,1.0,33.0,261.0,10.0
12142,58.0,Male,Manager,6.68,11.0,5.15,7.08,6.93,1.0,21.0,,8.46
12143,21.0,Female,Freelancer,3.15,107.0,4.91,5.93,5.77,0.0,24.0,81.0,6.3
12144,53.0,Female,Teacher,4.54,28.0,5.02,6.49,6.26,1.0,32.0,293.0,7.62
12145,34.0,Other,Student,,30.0,6.61,8.63,3.24,4.0,118.0,28.0,4.24
12146,53.0,Female,Freelancer,5.58,5.0,8.43,7.2,5.73,1.0,35.0,258.0,3.16
12147,,Female,Freelancer,6.26,109.0,8.09,5.05,,0.0,64.0,111.0,
12148,,Male,Doctor,6.68,6.0,,8.02,5.84,4.0,69.0,20.0,5.87
12149,46.0,Male,Manager,8.88,116.0,6.55,5.4,9.83,0.0,51.0,279.0,
